"Name","Date","All cause","Covid-19 Deaths"
"Blackburn with Darwen",2020-04-29,1,1
"Blackpool",2020-04-29,2,1
"Bolton",2020-04-29,5,3
"Bournemouth, Christchurch and Poole",2020-04-29,8,4
"Bracknell Forest",2020-04-29,1,0
"Bradford",2020-04-29,6,2
"Brent",2020-04-29,0,0
"Brighton and Hove",2020-04-29,5,3
"Bristol, City of",2020-04-29,7,6
"Bromley",2020-04-29,3,1
"Buckinghamshire",2020-04-29,8,2
"Bury",2020-04-29,1,1
"Calderdale",2020-04-29,2,0
"Cambridgeshire",2020-04-29,3,2
"Camden",2020-04-29,0,0
"Central Bedfordshire",2020-04-29,7,1
"Cheshire East",2020-04-29,16,9
"Cheshire West and Chester",2020-04-29,9,2
"Cornwall",2020-04-29,6,2
"County Durham",2020-04-29,14,7
"Coventry",2020-04-29,1,0
"Croydon",2020-04-29,11,4
"Cumbria",2020-04-29,6,1
"Darlington",2020-04-29,0,0
"Derby",2020-04-29,5,0
"Derbyshire",2020-04-29,11,7
"Devon",2020-04-29,7,1
"Doncaster",2020-04-29,4,3
"Dorset",2020-04-29,5,1
"Dudley",2020-04-29,1,1
"Ealing",2020-04-29,1,1
"East Riding of Yorkshire",2020-04-29,9,7
"East Sussex",2020-04-29,8,3
"Enfield",2020-04-29,6,3
"Essex",2020-04-29,23,8
"Gateshead",2020-04-29,2,0
"Gloucestershire",2020-04-29,13,8
"Greenwich",2020-04-29,1,0
"Hackney",2020-04-29,0,0
"Halton",2020-04-29,3,1
"Hammersmith and Fulham",2020-04-29,0,0
"Hampshire",2020-04-29,30,15
"Haringey",2020-04-29,0,0
"Harrow",2020-04-29,1,0
"Hartlepool",2020-04-29,3,2
"Havering",2020-04-29,2,0
"Herefordshire, County of",2020-04-29,0,0
"Hertfordshire",2020-04-29,15,5
"Hillingdon",2020-04-29,7,3
"Hounslow",2020-04-29,1,1
"Isle of Wight",2020-04-29,4,0
"Islington",2020-04-29,0,0
"Kensington and Chelsea",2020-04-29,0,0
"Kent",2020-04-29,18,8
"Kingston upon Hull, City of",2020-04-29,3,2
"Kingston upon Thames",2020-04-29,2,1
"Kirklees",2020-04-29,4,1
"Knowsley",2020-04-29,1,1
"Lambeth",2020-04-29,1,0
"Lancashire",2020-04-29,17,5
"Leeds",2020-04-29,10,8
"Leicester",2020-04-29,2,0
"Leicestershire",2020-04-29,13,2
"Lewisham",2020-04-29,1,0
"Lincolnshire",2020-04-29,7,0
"Liverpool",2020-04-29,13,7
"Luton",2020-04-29,2,0
"Manchester",2020-04-29,5,4
"Medway",2020-04-29,6,0
"Merton",2020-04-29,1,0
"Middlesbrough",2020-04-29,3,2
"Milton Keynes",2020-04-29,7,4
"Newcastle upon Tyne",2020-04-29,0,0
"Newham",2020-04-29,2,0
"Norfolk",2020-04-29,13,2
"North East Lincolnshire",2020-04-29,1,0
"North Lincolnshire",2020-04-29,3,1
"North Somerset",2020-04-29,5,1
"North Tyneside",2020-04-29,5,1
"North Yorkshire",2020-04-29,8,3
"Northamptonshire",2020-04-29,8,5
"Northumberland",2020-04-29,6,3
"Nottingham",2020-04-29,4,4
"Nottinghamshire",2020-04-29,12,5
"Oldham",2020-04-29,5,2
"Oxfordshire",2020-04-29,12,7
"Peterborough",2020-04-29,4,2
"Plymouth",2020-04-29,4,0
"Portsmouth",2020-04-29,2,2
"Reading",2020-04-29,1,1
"Redbridge",2020-04-29,4,0
"Redcar and Cleveland",2020-04-29,1,1
"Richmond upon Thames",2020-04-29,1,0
"Rochdale",2020-04-29,0,0
"Rotherham",2020-04-29,10,4
"Rutland",2020-04-29,0,0
"Salford",2020-04-29,3,3
"Sandwell",2020-04-29,3,3
"Sefton",2020-04-29,7,1
"Sheffield",2020-04-29,13,6
"Shropshire",2020-04-29,6,2
"Slough",2020-04-29,2,2
"Solihull",2020-04-29,12,6
"Somerset",2020-04-29,6,1
"South Gloucestershire",2020-04-29,3,1
"South Tyneside",2020-04-29,2,1
"Southampton",2020-04-29,1,0
"Southend-on-Sea",2020-04-29,1,1
"Southwark",2020-04-29,0,0
"St. Helens",2020-04-29,3,1
"Staffordshire",2020-04-29,9,2
"Stockport",2020-04-29,8,7
"Stockton-on-Tees",2020-04-29,3,0
"Stoke-on-Trent",2020-04-29,0,0
"Suffolk",2020-04-29,7,2
"Sunderland",2020-04-29,2,1
"Surrey",2020-04-29,23,9
"Sutton",2020-04-29,3,2
"Swindon",2020-04-29,7,1
"Tameside",2020-04-29,5,4
"Telford and Wrekin",2020-04-29,4,3
"Thurrock",2020-04-29,0,0
"Torbay",2020-04-29,2,0
"Tower Hamlets",2020-04-29,0,0
"Trafford",2020-04-29,1,1
"Wakefield",2020-04-29,6,0
"Walsall",2020-04-29,8,8
"Waltham Forest",2020-04-29,8,1
"Wandsworth",2020-04-29,5,0
"Warrington",2020-04-29,5,4
"Warwickshire",2020-04-29,10,4
"West Berkshire",2020-04-29,2,2
"West Sussex",2020-04-29,21,8
"Westminster",2020-04-29,0,0
"Wigan",2020-04-29,6,5
"Wiltshire",2020-04-29,10,3
"Windsor and Maidenhead",2020-04-29,1,1
"Wirral",2020-04-29,4,4
"Wokingham",2020-04-29,1,1
"Wolverhampton",2020-04-29,3,1
"Worcestershire",2020-04-29,6,4
"York",2020-04-29,4,1
"Notes:",2020-04-29,,
"1. Data provided by Care Quality Commission",2020-04-29,,
"2. Figures are for deaths CQC are notified of on the days specified. Figures only include deaths that were notified by 01 May 2020, and may be an underestimate due to notification delays.",2020-04-29,,
"3. Figures are for persons who were resident in and died in a care home",2020-04-29,,
"England",2020-04-30,706,304
"Barking and Dagenham",2020-04-30,1,0
"Barnet",2020-04-30,4,2
"Barnsley",2020-04-30,7,4
"Bath and North East Somerset",2020-04-30,0,0
"Bedford",2020-04-30,3,2
"Bexley",2020-04-30,2,2
"Birmingham",2020-04-30,23,18
"Blackburn with Darwen",2020-04-30,4,1
"Blackpool",2020-04-30,4,2
"Bolton",2020-04-30,3,3
"Bournemouth, Christchurch and Poole",2020-04-30,10,9
"Bracknell Forest",2020-04-30,2,0
"Bradford",2020-04-30,6,2
"Brent",2020-04-30,3,2
"Brighton and Hove",2020-04-30,2,1
"Bristol, City of",2020-04-30,7,1
"Bromley",2020-04-30,1,0
"Buckinghamshire",2020-04-30,9,3
"Bury",2020-04-30,0,0
"Calderdale",2020-04-30,3,2
"Cambridgeshire",2020-04-30,4,4
"Camden",2020-04-30,0,0
"Central Bedfordshire",2020-04-30,1,1
"Cheshire East",2020-04-30,5,2
"Cheshire West and Chester",2020-04-30,5,3
"Cornwall",2020-04-30,7,2
"County Durham",2020-04-30,10,6
"Coventry",2020-04-30,2,0
"Croydon",2020-04-30,1,0
"Cumbria",2020-04-30,8,1
"Darlington",2020-04-30,6,3
"Derby",2020-04-30,2,2
"Derbyshire",2020-04-30,13,8
"Devon",2020-04-30,8,0
"Doncaster",2020-04-30,6,1
"Dorset",2020-04-30,5,0
"Dudley",2020-04-30,8,2
"Ealing",2020-04-30,0,0
"East Riding of Yorkshire",2020-04-30,6,3
"East Sussex",2020-04-30,12,2
"Enfield",2020-04-30,4,3
"Essex",2020-04-30,16,5
"Gateshead",2020-04-30,8,5
"Gloucestershire",2020-04-30,10,4
"Greenwich",2020-04-30,0,0
"Hackney",2020-04-30,0,0
"Halton",2020-04-30,1,0
"Hammersmith and Fulham",2020-04-30,1,1
"Hampshire",2020-04-30,18,5
"Haringey",2020-04-30,0,0
"Harrow",2020-04-30,1,0
"Hartlepool",2020-04-30,1,1
"Havering",2020-04-30,3,1
"Herefordshire, County of",2020-04-30,3,1
"Hertfordshire",2020-04-30,12,3
"Hillingdon",2020-04-30,3,1
"Hounslow",2020-04-30,1,0
"Isle of Wight",2020-04-30,1,0
"Islington",2020-04-30,0,0
"Kensington and Chelsea",2020-04-30,1,0
"Kent",2020-04-30,25,8
"Kingston upon Hull, City of",2020-04-30,4,2
"Kingston upon Thames",2020-04-30,4,3
"Kirklees",2020-04-30,8,3
"Knowsley",2020-04-30,2,1
"Lambeth",2020-04-30,0,0
"Lancashire",2020-04-30,14,7
"Leeds",2020-04-30,10,5
"Leicester",2020-04-30,8,4
"Leicestershire",2020-04-30,11,4
"Lewisham",2020-04-30,3,2
"Lincolnshire",2020-04-30,10,3
"Liverpool",2020-04-30,3,1
"Luton",2020-04-30,4,1
"Manchester",2020-04-30,1,0
"Medway",2020-04-30,2,0
"Merton",2020-04-30,2,0
"Middlesbrough",2020-04-30,1,0
"Milton Keynes",2020-04-30,3,1
"Newcastle upon Tyne",2020-04-30,2,2
"Newham",2020-04-30,6,3
"Norfolk",2020-04-30,9,7
"North East Lincolnshire",2020-04-30,0,0
"North Lincolnshire",2020-04-30,5,0
"North Somerset",2020-04-30,5,1
"North Tyneside",2020-04-30,3,2
"North Yorkshire",2020-04-30,5,2
"Northamptonshire",2020-04-30,8,1
"Northumberland",2020-04-30,3,1
"Nottingham",2020-04-30,13,10
"Nottinghamshire",2020-04-30,10,3
"Oldham",2020-04-30,4,4
"Oxfordshire",2020-04-30,8,0
"Peterborough",2020-04-30,1,0
"Plymouth",2020-04-30,1,0
"Portsmouth",2020-04-30,3,0
"Reading",2020-04-30,4,3
"Redbridge",2020-04-30,2,2
"Redcar and Cleveland",2020-04-30,2,1
"Richmond upon Thames",2020-04-30,5,2
"Rochdale",2020-04-30,6,1
"Rotherham",2020-04-30,4,2
"Rutland",2020-04-30,0,0
"Salford",2020-04-30,1,1
"Sandwell",2020-04-30,5,1
"Sefton",2020-04-30,4,1
"Sheffield",2020-04-30,8,5
"Shropshire",2020-04-30,4,2
"Slough",2020-04-30,0,0
"Solihull",2020-04-30,3,2
"Somerset",2020-04-30,8,3
"South Gloucestershire",2020-04-30,5,3
"South Tyneside",2020-04-30,1,0
"Southampton",2020-04-30,1,0
"Southend-on-Sea",2020-04-30,3,2
"Southwark",2020-04-30,0,0
"St. Helens",2020-04-30,4,1
"Staffordshire",2020-04-30,13,3
"Stockport",2020-04-30,11,7
"Stockton-on-Tees",2020-04-30,0,0
"Stoke-on-Trent",2020-04-30,2,1
"Suffolk",2020-04-30,9,4
"Sunderland",2020-04-30,5,2
"Surrey",2020-04-30,13,5
"Sutton",2020-04-30,5,1
"Swindon",2020-04-30,8,5
"Tameside",2020-04-30,0,0
"Telford and Wrekin",2020-04-30,2,2
"Thurrock",2020-04-30,5,2
"Torbay",2020-04-30,0,0
"Tower Hamlets",2020-04-30,2,2
"Trafford",2020-04-30,1,0
"Wakefield",2020-04-30,0,0
"Walsall",2020-04-30,5,2
"Waltham Forest",2020-04-30,0,0
"Wandsworth",2020-04-30,1,0
"Warrington",2020-04-30,2,1
"Warwickshire",2020-04-30,10,5
"West Berkshire",2020-04-30,1,1
"West Sussex",2020-04-30,10,5
"Westminster",2020-04-30,0,0
"Wigan",2020-04-30,7,3
"Wiltshire",2020-04-30,6,4
"Windsor and Maidenhead",2020-04-30,4,2
"Wirral",2020-04-30,5,0
"Wokingham",2020-04-30,3,2
"Wolverhampton",2020-04-30,2,2
"Worcestershire",2020-04-30,12,4
"York",2020-04-30,4,2
"Notes:",2020-04-30,,
"1. Data provided by Care Quality Commission",2020-04-30,,
"2. Figures are for deaths CQC are notified of on the days specified. Figures only include deaths that were notified by 01 May 2020, and may be an underestimate due to notification delays.",2020-04-30,,
"3. Figures are for persons who were resident in and died in a care home",2020-04-30,,
"England",2020-05-01,560,230
"Barking and Dagenham",2020-05-01,0,0
"Barnet",2020-05-01,1,0
"Barnsley",2020-05-01,2,1
"Bath and North East Somerset",2020-05-01,0,0
"Bedford",2020-05-01,2,0
"Bexley",2020-05-01,0,0
"Birmingham",2020-05-01,5,5
"Blackburn with Darwen",2020-05-01,2,0
"Blackpool",2020-05-01,4,0
"Bolton",2020-05-01,3,2
"Bournemouth, Christchurch and Poole",2020-05-01,2,1
"Bracknell Forest",2020-05-01,0,0
"Bradford",2020-05-01,2,0
"Brent",2020-05-01,0,0
"Brighton and Hove",2020-05-01,1,0
"Bristol, City of",2020-05-01,3,0
"Bromley",2020-05-01,4,2
"Buckinghamshire",2020-05-01,5,3
"Bury",2020-05-01,0,0
"Calderdale",2020-05-01,2,1
"Cambridgeshire",2020-05-01,8,2
"Camden",2020-05-01,0,0
"Central Bedfordshire",2020-05-01,1,0
"Cheshire East",2020-05-01,4,2
"Cheshire West and Chester",2020-05-01,8,4
"Cornwall",2020-05-01,4,2
"County Durham",2020-05-01,13,7
"Coventry",2020-05-01,2,2
"Croydon",2020-05-01,1,1
"Cumbria",2020-05-01,1,0
"Darlington",2020-05-01,0,0
"Derby",2020-05-01,1,0
"Derbyshire",2020-05-01,12,7
"Devon",2020-05-01,9,2
"Doncaster",2020-05-01,3,1
"Dorset",2020-05-01,3,0
"Dudley",2020-05-01,2,2
"Ealing",2020-05-01,1,0
"East Riding of Yorkshire",2020-05-01,7,3
"East Sussex",2020-05-01,9,3
"Enfield",2020-05-01,2,1
"Essex",2020-05-01,19,5
"Gateshead",2020-05-01,4,4
"Gloucestershire",2020-05-01,6,5
"Greenwich",2020-05-01,0,0
"Hackney",2020-05-01,0,0
"Halton",2020-05-01,0,0
"Hammersmith and Fulham",2020-05-01,1,1
"Hampshire",2020-05-01,9,5
"Haringey",2020-05-01,0,0
"Harrow",2020-05-01,0,0
"Hartlepool",2020-05-01,1,0
"Havering",2020-05-01,1,1
"Herefordshire, County of",2020-05-01,0,0
"Hertfordshire",2020-05-01,18,7
"Hillingdon",2020-05-01,1,0
"Hounslow",2020-05-01,1,1
"Isle of Wight",2020-05-01,2,0
"Islington",2020-05-01,0,0
"Kensington and Chelsea",2020-05-01,1,1
"Kent",2020-05-01,14,6
"Kingston upon Hull, City of",2020-05-01,4,3
"Kingston upon Thames",2020-05-01,0,0
"Kirklees",2020-05-01,2,1
"Knowsley",2020-05-01,0,0
"Lambeth",2020-05-01,1,0
"Lancashire",2020-05-01,19,5
"Leeds",2020-05-01,4,0
"Leicester",2020-05-01,2,1
"Leicestershire",2020-05-01,3,2
"Lewisham",2020-05-01,2,0
"Lincolnshire",2020-05-01,6,1
"Liverpool",2020-05-01,6,1
"Luton",2020-05-01,1,1
"Manchester",2020-05-01,4,1
"Medway",2020-05-01,1,0
"Merton",2020-05-01,5,2
"Middlesbrough",2020-05-01,7,5
"Milton Keynes",2020-05-01,3,1
"Newcastle upon Tyne",2020-05-01,2,1
"Newham",2020-05-01,2,0
"Norfolk",2020-05-01,7,2
"North East Lincolnshire",2020-05-01,2,0
"North Lincolnshire",2020-05-01,2,0
"North Somerset",2020-05-01,4,1
"North Tyneside",2020-05-01,2,0
"North Yorkshire",2020-05-01,9,1
"Northamptonshire",2020-05-01,9,4
"Northumberland",2020-05-01,5,2
"Nottingham",2020-05-01,1,0
"Nottinghamshire",2020-05-01,11,5
"Oldham",2020-05-01,0,0
"Oxfordshire",2020-05-01,21,6
"Peterborough",2020-05-01,0,0
"Plymouth",2020-05-01,5,1
"Portsmouth",2020-05-01,2,0
"Reading",2020-05-01,0,0
"Redbridge",2020-05-01,2,0
"Redcar and Cleveland",2020-05-01,1,0
"Richmond upon Thames",2020-05-01,0,0
"Rochdale",2020-05-01,3,2
"Rotherham",2020-05-01,0,0
"Rutland",2020-05-01,0,0
"Salford",2020-05-01,4,3
"Sandwell",2020-05-01,1,0
"Sefton",2020-05-01,5,2
"Sheffield",2020-05-01,15,9
"Shropshire",2020-05-01,5,3
"Slough",2020-05-01,0,0
"Solihull",2020-05-01,4,3
"Somerset",2020-05-01,7,3
"South Gloucestershire",2020-05-01,3,3
"South Tyneside",2020-05-01,6,3
"Southampton",2020-05-01,1,1
"Southend-on-Sea",2020-05-01,0,0
"Southwark",2020-05-01,0,0
"St. Helens",2020-05-01,8,5
"Staffordshire",2020-05-01,12,2
"Stockport",2020-05-01,4,1
"Stockton-on-Tees",2020-05-01,3,0
"Stoke-on-Trent",2020-05-01,2,0
"Suffolk",2020-05-01,8,4
"Sunderland",2020-05-01,2,1
"Surrey",2020-05-01,14,4
"Sutton",2020-05-01,2,1
"Swindon",2020-05-01,1,1
"Tameside",2020-05-01,2,0
"Telford and Wrekin",2020-05-01,6,3
"Thurrock",2020-05-01,0,0
"Torbay",2020-05-01,1,1
"Tower Hamlets",2020-05-01,0,0
"Trafford",2020-05-01,1,1
"Wakefield",2020-05-01,3,1
"Walsall",2020-05-01,8,5
"Waltham Forest",2020-05-01,0,0
"Wandsworth",2020-05-01,1,1
"Warrington",2020-05-01,4,2
"Warwickshire",2020-05-01,4,0
"West Berkshire",2020-05-01,0,0
"West Sussex",2020-05-01,18,7
"Westminster",2020-05-01,0,0
"Wigan",2020-05-01,4,0
"Wiltshire",2020-05-01,8,6
"Windsor and Maidenhead",2020-05-01,1,0
"Wirral",2020-05-01,5,1
"Wokingham",2020-05-01,4,3
"Wolverhampton",2020-05-01,8,3
"Worcestershire",2020-05-01,1,1
"York",2020-05-01,7,7
"Notes:",2020-05-01,,
"1. Data provided by Care Quality Commission",2020-05-01,,
"2. Figures are for deaths CQC are notified of on the days specified. Figures only include deaths that were notified by 01 May 2020, and may be an underestimate due to notification delays.",2020-05-01,,
"3. Figures are for persons who were resident in and died in a care home",2020-05-01,,
